"date","beef","pork","chicken","milk","eggs","inf_rate","av_wage1","av_wage2"
19389,10.2697216579691,10.0566790765151,8.05082935607061,1.10689802048728,4.0975399420131,-0.237585202790797,21.462805603398,19.138936691219
19417,9.11075895652175,13.356959184166,10.5360992182977,1.33991477731615,2.62477557570674,-0.82866138080135,22.5940232069697,20.2002414020244
19448,7.35161290038377,6.06074506649747,13.2311941706575,1.41448308061808,4.87804843927734,1.79204541188665,17.1973894224502,21.8777873513754
19478,14.1213001543656,8.15531797707081,10.4310180037282,1.61891523795202,3.67914944654331,-0.915954021271318,20.6407229634933,19.603466328932
19509,14.3080631131306,14.3625147035345,10.4160950123332,2.4802152486518,4.51921558612958,-0.92949637863785,20.1339910153765,18.9898858563974
19539,11.8226270074956,10.9517709398642,9.02594054350629,2.76282000634819,4.63935806811787,1.81593146873638,21.3591528136749,16.2508106618188
19570,6.25246380455792,14.9163412186317,10.934260126669,2.96339594619349,2.05582196079195,1.68660282948986,22.9427118499298,24.3012123184744
19601,13.6731455149129,8.00734529504552,5.31159202335402,1.69675945071504,4.63668448617682,-0.645428461022675,19.6662242552266,20.3886258199345
19631,14.9115712032653,8.63389819860458,14.5477537298575,1.90635937638581,4.16542433178984,0.671537827700377,19.0139407366514,23.4825077992864
19662,12.5515437871218,13.9625772438012,12.077095839195,1.34759458107874,3.23929803166538,0.0814795256592333,20.1488497785758,16.2887527798302
19692,10.1284241769463,7.34654518542811,14.5409820694476,1.2677639410831,2.74587893183343,-0.475234125275165,20.9005480478518,24.1441297952551
